SndOrRecOrDrop  time  type  seq  size  ack
Receive  2.308  普通应答包  0  0  1005
Send  2.311  数据包  1010  104  0
Send  2.311  数据包  1011  104  0
Receive  2.311  普通应答包  0  0  1010
Send  2.311  数据包  1009  104  0
Receive  2.311  普通应答包  0  0  1011
Receive  2.311  普通应答包  0  0  1009
Send  2.311  数据包  1008  104  0
Receive  2.311  普通应答包  0  0  1008
Drop  2.311  数据包  982  104  0
Drop  2.311  数据包  979  104  0
Send  2.314  数据包  1014  104  0
Send  2.314  数据包  1015  104  0
Receive  2.314  普通应答包  0  0  1014
Receive  2.314  普通应答包  0  0  1015
Send  2.314  数据包  1012  104  0
Receive  2.315  普通应答包  0  0  1012
Send  2.315  数据包  1013  104  0
Receive  2.315  普通应答包  0  0  1013
Send  2.317  数据包  1017  104  0
Send  2.317  数据包  1016  104  0
Receive  2.317  普通应答包  0  0  1017
Drop  2.317  数据包  1018  104  0
Receive  2.317  普通应答包  0  0  1016
Send  2.317  数据包  1019  104  0
Receive  2.318  普通应答包  0  0  1019
Send  2.321  数据包  1021  104  0
Receive  2.321  普通应答包  0  0  1021
Drop  2.321  数据包  1022  104  0
Drop  2.321  数据包  1020  104  0
Send  2.321  数据包  990  104  0
Receive  2.321  普通应答包  0  0  990
Send  2.324  数据包  995  104  0
Drop  2.324  数据包  1023  104  0
Receive  2.324  普通应答包  0  0  995
Send  2.324  数据包  1024  104  0
Send  2.324  数据包  992  104  0
Receive  2.324  普通应答包  0  0  1024
Receive  2.324  普通应答包  0  0  992
Send  2.327  数据包  1026  104  0
Receive  2.327  普通应答包  0  0  1026
Drop  2.327  数据包  1025  104  0
Send  2.327  数据包  1027  104  0
Receive  2.327  普通应答包  0  0  1027
Send  2.33  数据包  1028  104  0
Send  2.33  数据包  1029  104  0
Receive  2.33  普通应答包  0  0  1028
Receive  2.33  普通应答包  0  0  1029
Send  2.333  数据包  1003  104  0
Drop  2.333  数据包  1030  104  0
Receive  2.333  普通应答包  0  0  1003
Send  2.333  数据包  1031  104  0
Receive  2.333  普通应答包  0  0  1031
Drop  2.333  数据包  1001  104  0
Send  2.336  数据包  1032  104  0
Send  2.336  数据包  1033  104  60
Receive  2.336  普通应答包  0  0  1032
Receive  2.336  普通应答包  0  0  1033
Drop  2.342  数据包  982  104  0
Send  2.342  数据包  979  104  0
Receive  2.342  普通应答包  0  0  979
Send  2.347  数据包  1018  104  0
Receive  2.347  普通应答包  0  0  1018
Drop  2.35  数据包  1022  104  0
Send  2.35  数据包  1020  104  0
Receive  2.35  普通应答包  0  0  1020
Drop  2.355  数据包  1023  104  0
Drop  2.358  数据包  1025  104  0
Send  2.365  数据包  1030  104  0
Receive  2.366  普通应答包  0  0  1030
Drop  2.372  数据包  1001  104  0
Send  2.375  数据包  982  104  0
Receive  2.376  普通应答包  0  0  982
Send  2.381  数据包  1022  104  0
Receive  2.382  普通应答包  0  0  1022
Send  2.385  数据包  1023  104  0
Receive  2.385  普通应答包  0  0  1023
Send  2.393  数据包  1025  104  0
Receive  2.394  普通应答包  0  0  1025
Send  2.394  数据包  1001  104  0
Receive  2.394  普通应答包  0  0  1001
Receive  2.398  第四次握手应答包  0  0  0
Send  2.399  第三次握手请求包  901  0  0
